pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at
남산동 공영주차장(구),중구 남산동2가 30-4,1041840,NW,노외 주차장,1,시간제 주차장,02-2280-8360,0000,2400,0000,2400,0000,2400,48,유료,300.0,5.0,300.0,5.0,,240000.0,37.5592456159986,126.9855535929,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:10
역삼1문화센터 공영주차장(구),강남구 역삼동 829-20,1042402,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0000,2400,0000,2400,0000,2400,115,유료,400.0,5.0,400.0,5.0,,280000.0,37.4953548359191,127.033249568198,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:11
언북초교 공영주차장(구),강남구 청담동 27-0,1042405,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0000,2400,0000,2400,0000,2400,220,유료,300.0,5.0,300.0,5.0,,180000.0,37.5199695812957,127.045626398748,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:11
삼성1문화센터 공영주차장(구),강남구 삼성동 161-2,1042406,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0000,2400,0000,2400,0000,2400,68,유료,400.0,5.0,400.0,5.0,,280000.0,37.5143443033382,127.062629702701,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:12
논현초교 공영주차장(구),강남구 논현동 168-0,1042410,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0000,2400,0000,2400,0000,2400,186,유료,300.0,5.0,300.0,5.0,,180000.0,37.5082170904646,127.026316463846,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:13
언주초 공영주차장(구),강남구 도곡동 922-0,1042421,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0000,2400,0000,2400,0000,2400,203,유료,200.0,5.0,200.0,5.0,,120000.0,37.4865474901998,127.037172110144,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:14
구파발역 공영주차장(시),은평구 진관동 70-1,1051043,NW,노외 주차장,1,시간제 주차장,02-2290-6088,0000,2400,0000,2400,0000,2400,399,유료,240.0,5.0,240.0,5.0,,109000.0,37.638209,126.918987,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),60.0,2026-06-28 01:16:53,Y,유료,N,야간 미개방,0000,2400,N,무료,109000,,240.0,5.0,240.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:14
살곶이(평면) 공영주차장(구),성동구 사근동 104-0,1052723,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0000,2400,0000,2400,0000,2400,203,유료,50.0,5.0,,,,,37.5538739335068,127.048618251308,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:14
마장축산물시장(건물) 공영주차장(구),성동구 마장동 525-1,1052741,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0000,2400,0000,2400,0000,2400,107,유료,250.0,5.0,,,,30000.0,37.5714774409112,127.039917891441,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:15
볏골공원 지하공영주차장(구),강서구 화곡동 98-99,1053712,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2065-1575,0000,2400,0000,2400,0000,2400,219,유료,100.0,5.0,100.0,5.0,,60000.0,37.5414780944294,126.844388675502,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:16
잠원동 방음언덕형 공영주차장(구),서초구 잠원동 10-33,1140909,NW,노외 주차장,1,시간제 주차장,070-7119-3701,0000,2400,0000,2400,0000,2400,92,유료,150.0,5.0,150.0,5.0,,120000.0,37.5161853965859,127.016300864401,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:16
반포서래 공영주차장(구),서초구 반포동 95-13,1140911,NW,노외 주차장,1,시간제 주차장,02-1588-5783,0000,2400,0000,2400,0000,2400,7,유료,150.0,5.0,150.0,5.0,,,37.4981469389514,126.997817876589,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:17
봉천복개3 공영주차장(시),관악구 신림동 1467-3,1163833,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,220.0,5.0,220.0,5.0,,162000.0,37.48806796,126.93139234,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),30.0,2026-06-28 01:16:22,Y,유료,N,야간 미개방,0000,0000,Y,유료,162000,1162010200001,220.0,5.0,220.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:17
독산동 금천교 공영주차장(시),금천구 독산동 1081-4,1167546,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,400.0,5.0,400.0,5.0,,160000.0,37.46654581,126.89009797,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),10.0,2026-06-28 01:16:59,Y,유료,N,야간 미개방,0000,0000,Y,유료,160000,1154510200186,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:17
신답고가 주변(구),동대문구 답십리동 530-6,1189778,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,500.0,10.0,500.0,10.0,36000.0,120000.0,37.5692227298486,127.051064391463,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:18
동대문소방서노상(구),동대문구 장안동 434-0,1193467,NS,노상 주차장,1,시간제 주차장,02-456-2591,0900,1900,0900,1500,0000,0000,1,유료,500.0,10.0,500.0,10.0,36000.0,120000.0,37.5640227755338,127.066837316401,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:18
여의도공원앞1 노상주차장(구),영등포구 여의도동 2-11,119824,NS,노상 주차장,1,시간제 주차장,02-2650-1436,0900,1900,0900,1500,0000,0000,1,유료,500.0,5.0,1000.0,10.0,20000.0,200000.0,37.5256978974636,126.924240629895,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:19
청계2(북2) 공영주차장(시),종로구 관수동 91-4,1208601,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,750.0,5.0,750.0,5.0,,,37.56878199,126.99591057,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4.0,2026-06-28 01:16:57,Y,유료,N,야간 미개방,0000,0000,Y,유료,0,1111015500003,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:19
청계3(북1) 공영주차장(시),종로구 예지동 140-1,1210657,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,750.0,5.0,750.0,5.0,,,37.56967214,127.00112596,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),2.0,2026-06-28 01:16:57,Y,유료,N,야간 미개방,0000,0000,Y,유료,0,1111015800003,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:19
가마산고가밑 공영주차장(시),구로구 구로동 414-13,1234305,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,120.0,5.0,120.0,5.0,,,37.49279709,126.88255837,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),11.0,2026-06-28 01:16:59,Y,유료,N,야간 미개방,0000,0000,Y,유료,0,1153010200072,120.0,5.0,120.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:19
청계3(남) 공영주차장(시),중구 주교동 51-3,1235522,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,750.0,5.0,750.0,5.0,,,37.56882563,126.99856505,서울API,0,미연계중,,,Y,유료,N,야간 미개방,0000,0000,Y,유료,0,1114015200211,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:19
청계6(청평화) 공영주차장(시),중구 신당동 217-91 0,1235665,NS,노상 주차장,1,시간제 주차장,02-2252-8036,0000,2400,0000,2400,0000,0000,1,유료,450.0,5.0,450.0,5.0,,,37.56959934,127.01508269,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),3.0,2026-06-28 01:16:24,Y,유료,N,야간 미개방,0000,0000,Y,유료,0,1114016200217,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:19
남대문 화물 공영주차장(시),중구 남대문로4가 24-1,1236612,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1900,0900,1900,1,유료,400.0,5.0,400.0,5.0,,,37.56069448,126.97708039,서울API,0,미연계중,,,Y,유료,N,야간 미개방,0900,1900,N,무료,,1114011700001,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:19
신설동 공영주차장(시),동대문구 신설동 114-29,1247636,NW,노외 주차장,1,시간제 주차장,02-2232-6096,0900,1900,0900,1900,0900,1900,79,유료,360.0,5.0,360.0,5.0,,84000.0,37.57252061,127.02425684,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),37.0,2026-06-28 01:16:53,Y,유료,N,야간 미개방,0900,1900,N,무료,84000,,360.0,5.0,360.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:19
천호2동노외주차장(구),강동구 천호동 457-7,1247641,NW,노외 주차장,1,시간제 주차장,,0900,1800,0900,1800,,,13,유료,250.0,5.0,250.0,5.0,,,37.5403385944217,127.1230043201,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:20
구의3동 공영주차장(구),광진구 구의동 219-15,1247659,NW,노외 주차장,1,시간제 주차장,02-2049-4596,0000,2400,0000,0000,0000,0000,159,유료,150.0,5.0,150.0,5.0,,,37.5391154662864,127.091360978592,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:21
광진광장 공영주차장(구),광진구 군자동 374-9,1247661,NW,노외 주차장,1,시간제 주차장,02-2049-4596,0000,2400,0000,2400,0000,2400,33,유료,250.0,5.0,,,100000.0,,37.5476336466758,127.073774192613,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:21
암사1동 주차장(구),강동구 암사동 59-2,1247675,NW,노외 주차장,1,시간제 주차장,02-428-2431,0000,2400,0000,2400,0000,2400,114,유료,150.0,5.0,150.0,5.0,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:22
망원1-2 공영주차장(구),마포구 망원동 403-2,1247678,NW,노외 주차장,1,시간제 주차장,02-300-5046,0000,2400,0000,2400,0000,2400,148,유료,300.0,5.0,300.0,5.0,,140000.0,37.5555820062404,126.905860657206,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:23
영등포동제3공영(구),영등포구 영등포동4가 442-0,1254863,NW,노외 주차장,1,시간제 주차장,02-2677-1401,0000,2400,0000,2400,0000,2400,172,유료,250.0,5.0,250.0,5.0,,120000.0,37.5170754549268,126.903340879819,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:23
청파동1마을공원공영주차장(구),용산구 청파동3가 118-102,1268780,NW,노외 주차장,1,시간제 주차장,02-749-5314,0000,2400,0000,2400,0000,2400,105,유료,150.0,5.0,150.0,5.0,,98000.0,37.5429311541511,126.96845718281,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:24
영등포구청역 공영주차장(시),영등포구 당산동3가 370-3,1277144,NW,노외 주차장,1,시간제 주차장,02-2290-6089,0500,0100,0500,0100,0500,0100,137,유료,400.0,5.0,400.0,5.0,,134000.0,37.52432737,126.89548892,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),48.0,2026-06-28 01:16:53,Y,유료,N,야간 미개방,0500,0100,N,무료,134000,,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:24
잠실역 공영주차장(시),송파구 신천동 27-0,1277145,NW,노외 주차장,1,시간제 주차장,02-2290-6402,0500,0100,0500,0100,0500,0100,357,유료,440.0,5.0,440.0,5.0,,275000.0,37.51427683,127.10341414,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),46.0,2026-06-28 01:16:53,Y,유료,N,야간 미개방,0500,0100,N,무료,275000,,440.0,5.0,440.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:24
장안2동 공영주차장(시),동대문구 장안동 286-9,1277146,NW,노외 주차장,1,시간제 주차장,02-2290-6417,0000,2400,0000,2400,0000,2400,80,유료,130.0,5.0,130.0,5.0,,84000.0,37.5782752,127.07061896,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),60.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,84000,,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:24
당산노외 공영주차장(시),영등포구 당산동3가 2-1,1277160,NW,노외 주차장,1,시간제 주차장,02-1533-2315,0800,2100,0800,2100,0800,2100,236,유료,400.0,5.0,400.0,5.0,,168000.0,37.52625065,126.89945376,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),39.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0800,2100,N,무료,168000,,400.0,5.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:24
명일파출소 공영주차장(시),강동구 명일동 47-9,1277163,NW,노외 주차장,1,시간제 주차장,,0900,2000,0900,1500,0000,0000,12,유료,220.0,5.0,220.0,5.0,,162000.0,37.55361065,127.15591212,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),5.0,2026-06-28 01:16:23,Y,유료,N,야간 미개방,0000,0000,Y,유료,162000,,220.0,5.0,220.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:24
도곡로21길 7 공영주차장(구),강남구 역삼동 795-25,1364466,NW,노외 주차장,1,시간제 주차장,02-2176-0920,0000,2400,0000,2400,0000,2400,75,유료,400.0,5.0,400.0,5.0,,280000.0,37.4924961418419,127.038795243893,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:25
탄천제2호 공영주차장(구),강남구 일원동 4-49,1364468,NW,노외 주차장,1,시간제 주차장,02-2176-0931,0000,2400,0000,2400,0000,2400,322,유료,100.0,5.0,100.0,5.0,,70000.0,37.494122872449,127.087436634946,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:25
영희초교 공영주차장(구),강남구 일원동 617-0,1364472,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0000,2400,0000,2400,0000,2400,185,유료,100.0,5.0,100.0,5.0,,70000.0,37.4919415183164,127.081276460173,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:26
개봉1동 노외주차장(구),구로구 개봉동 134-8,1366395,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,134,유료,100.0,5.0,100.0,5.0,,75000.0,37.4999921852315,126.851037166119,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:26
송정동(건물) 공영주차장(구),성동구 송정동 68-57,1366504,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0000,2400,0000,2400,0000,2400,120,유료,150.0,5.0,,,,30000.0,37.549962191668,127.068066179581,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:27
동작대교 공영주차장(시),용산구 용산동6가 69-11,1366527,NW,노외 주차장,1,시간제 주차장,,0800,2200,0800,2200,0800,2200,88,유료,120.0,5.0,120.0,5.0,,80000.0,37.518577,126.983287,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),52.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0800,2200,N,무료,80000,,120.0,5.0,120.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:27
개화역 공영주차장(시),강서구 개화동 664-0,1366576,NW,노외 주차장,1,시간제 주차장,02-2290-6312,0000,2400,0000,2400,0000,2400,483,유료,290.0,5.0,290.0,5.0,,109000.0,37.57798421,126.79821222,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),363.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,109000,,290.0,5.0,290.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:27
신대방역 공영주차장(시),관악구 신림동 498-0,1366590,NW,노외 주차장,1,시간제 주차장,02-2290-6144,0000,2400,0000,2400,0000,2400,60,유료,360.0,5.0,360.0,5.0,,168000.0,37.48830327,126.91452278,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),46.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,168000,,360.0,5.0,360.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:27
구로디지털단지역(상) 공영주차장(시),관악구 신림동 1677-5,1366593,NW,노외 주차장,1,시간제 주차장,,0800,2100,0800,2100,0800,2100,31,유료,360.0,5.0,360.0,5.0,,168000.0,37.48481135,126.90323392,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),14.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0800,2100,N,무료,168000,,360.0,5.0,360.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:27
일원터널 공영주차장(시),강남구 일원동 722-1,1366602,NW,노외 주차장,1,시간제 주차장,02-2290-6449,0000,2400,0000,2400,0000,2400,11,유료,130.0,5.0,130.0,5.0,,84000.0,37.48285728,127.07937197,서울API,0,미연계중,,,Y,유료,N,야간 미개방,0000,2400,N,무료,84000,,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:27
창동역(서) 공영주차장(시),도봉구 창동 330-0,1366624,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,106,유료,320.0,5.0,320.0,5.0,,168000.0,37.65237042,127.04567683,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),11.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,168000,,320.0,5.0,320.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:27
청암공영주차장(무인)(구),강북구 미아동 791-1694,1366789,NW,노외 주차장,1,시간제 주차장,02-944-3025,0000,2400,0000,2400,0000,2400,47,유료,150.0,5.0,150.0,5.0,,60000.0,37.6247149991851,127.015416609128,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:28
은혜공영주차장(무인)(구),강북구 미아동 791-1049,1366790,NW,노외 주차장,1,시간제 주차장,02-944-3025,0000,2400,0000,2400,0000,2400,20,유료,150.0,5.0,150.0,5.0,10000.0,60000.0,37.6279630227304,127.016975830522,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:28
수유일공원 공영주차장(구),강북구 수유동 605-407,1366792,NW,노외 주차장,1,시간제 주차장,02-944-3042,0000,2400,0000,2400,0000,2400,90,유료,200.0,5.0,200.0,5.0,10000.0,100000.0,37.6305911347064,127.017422893187,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:29
번2동 공영주차장(무인)(구),강북구 번동 148-140,1366793,NW,노외 주차장,1,시간제 주차장,02-944-3025,0000,2400,0000,2400,0000,2400,20,유료,150.0,5.0,150.0,5.0,,60000.0,37.6268200395715,127.036732880812,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:30
미아동 공영주차장(구),강북구 미아동 222-100,1366794,NW,노외 주차장,1,시간제 주차장,02-944-3048,0000,2400,0000,2400,0000,2400,155,유료,150.0,5.0,150.0,5.0,10000.0,80000.0,37.6285611044497,127.02234223567,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:08:30
석계역 공영주차장(시),노원구 월계동 50-9,1366903,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,70,유료,280.0,5.0,280.0,5.0,,168000.0,37.615292,127.062997,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),41.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,168000,,280.0,5.0,280.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:30
동구로 공영주차장(시),구로구 구로동 94-1,1367120,NW,노외 주차장,1,시간제 주차장,02-3405-4086,0000,2400,0000,2400,0000,2400,70,유료,320.0,5.0,320.0,5.0,,168000.0,37.49510602,126.89186155,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),34.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,168000,,320.0,5.0,320.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:30
가산동 금천교 공영주차장(시),금천구 가산동 691-3,1367773,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,200.0,5.0,200.0,5.0,,140000.0,37.4659676,126.8873338,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),13.0,2026-06-28 01:16:59,Y,유료,N,야간 미개방,0000,0000,Y,유료,140000,1154510100104,200.0,5.0,200.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:30
당산고가밑 공영주차장(시),영등포구 당산동5가 9-15,1367792,NS,노상 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,1,유료,450.0,5.0,450.0,5.0,,,37.53226891,126.90058559,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),0.0,2026-06-28 01:16:21,Y,유료,N,야간 미개방,0000,0000,Y,유료,,1156011500013,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:08:30
