pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at,카카오맵_매칭된_주차장명,카카오맵_유사도,카카오맵_별점,카카오맵_리뷰수,카카오맵_URL,카카오맵_후기_URL
역삼1문화센터 공영주차장(구),강남구 역삼동 829-20,1042402,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0,2400,0,2400,0,2400,115,유료,400,5,400,5,,280000,37.49535484,127.0332496,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,역삼1동문화센터 공영주차장,96.00%,평가 없음,0,https://place.map.kakao.com/17766850,https://place.map.kakao.com/17766850#review
언북초교 공영주차장(구),강남구 청담동 27-0,1042405,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0,2400,0,2400,0,2400,220,유료,300,5,300,5,,180000,37.51996958,127.0456264,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,언북초등학교 공영주차장,90.00%,3.7,3,https://place.map.kakao.com/1734055336,https://place.map.kakao.com/1734055336#review
삼성1문화센터 공영주차장(구),강남구 삼성동 161-2,1042406,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0,2400,0,2400,0,2400,68,유료,400,5,400,5,,280000,37.5143443,127.0626297,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,삼성1동주민센터 공영주차장,80.00%,평가 없음,0,https://place.map.kakao.com/510616976,https://place.map.kakao.com/510616976#review
논현초교 공영주차장(구),강남구 논현동 168-0,1042410,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0,2400,0,2400,0,2400,186,유료,300,5,300,5,,180000,37.50821709,127.0263165,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,논현초교 공영주차장,100.00%,1,5,https://place.map.kakao.com/26821248,https://place.map.kakao.com/26821248#review
언주초 공영주차장(구),강남구 도곡동 922-0,1042421,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0,2400,0,2400,0,2400,203,유료,200,5,200,5,,120000,37.48654749,127.0371721,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,언주초등학교 공영주차장,84.20%,5,1,https://place.map.kakao.com/12412287,https://place.map.kakao.com/12412287#review
구파발역 공영주차장(시),은평구 진관동 70-1,1051043,NW,노외 주차장,1,시간제 주차장,02-2290-6088,0,2400,0,2400,0,2400,399,유료,240,5,240,5,,109000,37.638209,126.918987,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),60,2026-06-28 1:16,Y,유료,N,야간 미개방,0,2400,N,무료,109000,,240,5,240,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,구파발역 공영주차장,100.00%,평가 없음,2,https://place.map.kakao.com/12415472,https://place.map.kakao.com/12415472#review
살곶이(평면) 공영주차장(구),성동구 사근동 104-0,1052723,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0,2400,0,2400,0,2400,203,유료,50,5,,,,,37.55387393,127.0486183,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,살곶이체육공원 공영주차장,80.00%,3.9,8,https://place.map.kakao.com/183069213,https://place.map.kakao.com/183069213#review
마장축산물시장(건물) 공영주차장(구),성동구 마장동 525-1,1052741,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0,2400,0,2400,0,2400,107,유료,250,5,,,,30000,37.57147744,127.0399179,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,마장축산물시장 공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/25612945,https://place.map.kakao.com/25612945#review
볏골공원 지하공영주차장(구),강서구 화곡동 98-99,1053712,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2065-1575,0,2400,0,2400,0,2400,219,유료,100,5,100,5,,60000,37.54147809,126.8443887,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,볏골공원공영주차장,90.00%,3.5,4,https://place.map.kakao.com/27478544,https://place.map.kakao.com/27478544#review
잠원동 방음언덕형 공영주차장(구),서초구 잠원동 10-33,1140909,NW,노외 주차장,1,시간제 주차장,070-7119-3701,0,2400,0,2400,0,2400,92,유료,150,5,150,5,,120000,37.5161854,127.0163009,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,잠원동방음언덕형 공영주차창,92.30%,2.4,9,https://place.map.kakao.com/19305552,https://place.map.kakao.com/19305552#review
반포서래 공영주차장(구),서초구 반포동 95-13,1140911,NW,노외 주차장,1,시간제 주차장,02-1588-5783,0,2400,0,2400,0,2400,7,유료,150,5,150,5,,,37.49814694,126.9978179,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,반포서래공영주차장,100.00%,5,1,https://place.map.kakao.com/17766755,https://place.map.kakao.com/17766755#review
봉천복개3 공영주차장(시),관악구 신림동 1467-3,1163833,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,220,5,220,5,,162000,37.48806796,126.9313923,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),30,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,162000,1.16E+12,220,5,220,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,봉천복개3 공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/1870374483,https://place.map.kakao.com/1870374483#review
독산동 금천교 공영주차장(시),금천구 독산동 1081-4,1167546,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,400,5,400,5,,160000,37.46654581,126.890098,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),10,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,160000,1.15E+12,400,5,400,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,독산동금천교 노상공영주차장,91.70%,1,0,https://place.map.kakao.com/27062399,https://place.map.kakao.com/27062399#review
신답고가 주변(구),동대문구 답십리동 530-6,1189778,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,500,10,500,10,36000,120000,37.56922273,127.0510644,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,신답고가 노상공영주차장,70.00%,평가 없음,0,https://place.map.kakao.com/1031031743,https://place.map.kakao.com/1031031743#review
동대문소방서노상(구),동대문구 장안동 434-0,1193467,NS,노상 주차장,1,시간제 주차장,02-456-2591,900,1900,900,1500,0,0,1,유료,500,10,500,10,36000,120000,37.56402278,127.0668373,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,동대문소방서 노상공영주차장,91.70%,평가 없음,0,https://place.map.kakao.com/1515829123,https://place.map.kakao.com/1515829123#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청계2(북2) 공영주차장(시),종로구 관수동 91-4,1208601,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56878199,126.9959106,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),4,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,청계2주차장,85.70%,4.5,2,https://www.google.co.kr/maps/place/%EC%B2%AD%EA%B3%842%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!3m1!4b1!4m6!3m5!1s0x357ca2e6c5412707:0x95f70a96a48e8f1b!8m2!3d37.5680071!4d126.9909682!16s%2Fg%2F1td0kysy?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D,
청계3(북1) 공영주차장(시),종로구 예지동 140-1,1210657,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56967214,127.001126,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),2,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,청계3노상공영주차장,88.90%,평가 없음,1,https://place.map.kakao.com/1621192080,https://place.map.kakao.com/1621192080#review
가마산고가밑 공영주차장(시),구로구 구로동 414-13,1234305,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,120,5,120,5,,,37.49279709,126.8825584,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),11,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.15E+12,120,5,120,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,가마산고가밑 공영주차장,100.00%,4.5,0,https://place.map.kakao.com/1417107452,https://place.map.kakao.com/1417107452#review
청계3(남) 공영주차장(시),중구 주교동 51-3,1235522,NS,노상 주차장,1,시간제 주차장,,900,1900,900,1500,0,0,1,유료,750,5,750,5,,,37.56882563,126.9985651,서울API,0,미연계중,,,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,750,5,750,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,청계3노상공영주차장,88.90%,평가 없음,1,https://place.map.kakao.com/1621192080,https://place.map.kakao.com/1621192080#review
청계6(청평화) 공영주차장(시),중구 신당동 217-91 0,1235665,NS,노상 주차장,1,시간제 주차장,02-2252-8036,0,2400,0,2400,0,0,1,유료,450,5,450,5,,,37.56959934,127.0150827,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),3,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,0,1.11E+12,450,5,450,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,청계6주차장,85.70%,2,1,https://www.google.co.kr/maps/place/%EC%B2%AD%EA%B3%846%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!3m1!4b1!4m6!3m5!1s0x357ca3484acfa239:0x3955ae19aca64695!8m2!3d37.5695629!4d127.0149103!16s%2Fg%2F1tfw0zv3?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D,https://www.google.co.kr/maps/place/%EC%B2%AD%EA%B3%846%EC%A3%BC%EC%B0%A8%EC%9E%A5/data=!4m8!3m7!1s0x357ca3484acfa239:0x3955ae19aca64695!8m2!3d37.5695629!4d127.0149103!9m1!1b1!16s%2Fg%2F1tfw0zv3?hl=ko&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신설동 공영주차장(시),동대문구 신설동 114-29,1247636,NW,노외 주차장,1,시간제 주차장,02-2232-6096,900,1900,900,1900,900,1900,79,유료,360,5,360,5,,84000,37.57252061,127.0242568,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),37,2026-06-28 1:16,Y,유료,N,야간 미개방,900,1900,N,무료,84000,,360,5,360,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,신설동공영주차장,100.00%,4,10,https://place.map.kakao.com/12415815,https://place.map.kakao.com/12415815#review
천호2동노외주차장(구),강동구 천호동 457-7,1247641,NW,노외 주차장,1,시간제 주차장,,900,1800,900,1800,,,13,유료,250,5,250,5,,,37.54033859,127.1230043,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,천호2동 노외공영주차장,90.00%,평가 없음,0,https://place.map.kakao.com/20587606,https://place.map.kakao.com/20587606#review
구의3동 공영주차장(구),광진구 구의동 219-15,1247659,NW,노외 주차장,1,시간제 주차장,02-2049-4596,0,2400,0,0,0,0,159,유료,150,5,150,5,,,37.53911547,127.091361,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,구의3동 공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/20513710,https://place.map.kakao.com/20513710#review
광진광장 공영주차장(구),광진구 군자동 374-9,1247661,NW,노외 주차장,1,시간제 주차장,02-2049-4596,0,2400,0,2400,0,2400,33,유료,250,5,,,100000,,37.54763365,127.0737742,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,광진광장 공영주차장,100.00%,4,2,https://place.map.kakao.com/11475808,https://place.map.kakao.com/11475808#review
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
망원1-2 공영주차장(구),마포구 망원동 403-2,1247678,NW,노외 주차장,1,시간제 주차장,02-300-5046,0,2400,0,2400,0,2400,148,유료,300,5,300,5,,140000,37.55558201,126.9058607,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,망원1-2공영주차장,100.00%,2.6,22,https://place.map.kakao.com/20540979,https://place.map.kakao.com/20540979#review
영등포동제3공영(구),영등포구 영등포동4가 442-0,1254863,NW,노외 주차장,1,시간제 주차장,02-2677-1401,0,2400,0,2400,0,2400,172,유료,250,5,250,5,,120000,37.51707545,126.9033409,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,영등포동 제3공영주차장,100.00%,4,4,https://place.map.kakao.com/1004087068,https://place.map.kakao.com/1004087068#review
청파동1마을공원공영주차장(구),용산구 청파동3가 118-102,1268780,NW,노외 주차장,1,시간제 주차장,02-749-5314,0,2400,0,2400,0,2400,105,유료,150,5,150,5,,98000,37.54293115,126.9684572,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,청파동1마을공원 공영주차장,100.00%,4,6,https://place.map.kakao.com/26564840,https://place.map.kakao.com/26564840#review
영등포구청역 공영주차장(시),영등포구 당산동3가 370-3,1277144,NW,노외 주차장,1,시간제 주차장,02-2290-6089,500,100,500,100,500,100,137,유료,400,5,400,5,,134000,37.52432737,126.8954889,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),48,2026-06-28 1:16,Y,유료,N,야간 미개방,500,100,N,무료,134000,,400,5,400,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,영등포구청역 공영주차장,100.00%,4.7,2,https://place.map.kakao.com/25620337,https://place.map.kakao.com/25620337#review
잠실역 공영주차장(시),송파구 신천동 27-0,1277145,NW,노외 주차장,1,시간제 주차장,02-2290-6402,500,100,500,100,500,100,357,유료,440,5,440,5,,275000,37.51427683,127.1034141,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),46,2026-06-28 1:16,Y,유료,N,야간 미개방,500,100,N,무료,275000,,440,5,440,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,잠실역 공영주차장,100.00%,2.8,50,https://place.map.kakao.com/27216884,https://place.map.kakao.com/27216884#review
장안2동 공영주차장(시),동대문구 장안동 286-9,1277146,NW,노외 주차장,1,시간제 주차장,02-2290-6417,0,2400,0,2400,0,2400,80,유료,130,5,130,5,,84000,37.5782752,127.070619,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),60,2026-06-28 1:16,Y,유료,N,야간 미개방,0,2400,N,무료,84000,,130,5,130,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,장안2동 공영주차장,100.00%,1,1,https://place.map.kakao.com/23371072,https://place.map.kakao.com/23371072#review
당산노외 공영주차장(시),영등포구 당산동3가 2-1,1277160,NW,노외 주차장,1,시간제 주차장,02-1533-2315,800,2100,800,2100,800,2100,236,유료,400,5,400,5,,168000,37.52625065,126.8994538,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),39,2026-06-28 1:16,Y,유료,N,야간 미개방,800,2100,N,무료,168000,,400,5,400,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,당산노외공영주차장,100.00%,3.8,3,https://place.map.kakao.com/853635187,https://place.map.kakao.com/853635187#review
명일파출소 공영주차장(시),강동구 명일동 47-9,1277163,NW,노외 주차장,1,시간제 주차장,,900,2000,900,1500,0,0,12,유료,220,5,220,5,,162000,37.55361065,127.1559121,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),5,2026-06-28 1:16,Y,유료,N,야간 미개방,0,0,Y,유료,162000,,220,5,220,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,명일파출소 공영주차장,100.00%,평가 없음,2,https://place.map.kakao.com/25613925,https://place.map.kakao.com/25613925#review
도곡로21길 7 공영주차장(구),강남구 역삼동 795-25,1364466,NW,노외 주차장,1,시간제 주차장,02-2176-0920,0,2400,0,2400,0,2400,75,유료,400,5,400,5,,280000,37.49249614,127.0387952,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,도곡로21길7 공영노외주차장,92.30%,평가 없음,0,https://place.map.kakao.com/20519196,https://place.map.kakao.com/20519196#review
탄천제2호 공영주차장(구),강남구 일원동 4-49,1364468,NW,노외 주차장,1,시간제 주차장,02-2176-0931,0,2400,0,2400,0,2400,322,유료,100,5,100,5,,70000,37.49412287,127.0874366,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,탄천제2호 공영주차장,100.00%,2,1,https://place.map.kakao.com/17766920,https://place.map.kakao.com/17766920#review
영희초교 공영주차장(구),강남구 일원동 617-0,1364472,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0,2400,0,2400,0,2400,185,유료,100,5,100,5,,70000,37.49194152,127.0812765,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,영희초등학교 공영주차장,90.00%,3,2,https://place.map.kakao.com/12413204,https://place.map.kakao.com/12413204#review
개봉1동 노외주차장(구),구로구 개봉동 134-8,1366395,NW,노외 주차장,1,시간제 주차장,,0,2400,0,2400,0,2400,134,유료,100,5,100,5,,75000,37.49999219,126.8510372,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,개봉1동노외 공영주차장,90.00%,평가 없음,0,https://place.map.kakao.com/20512958,https://place.map.kakao.com/20512958#review
송정동(건물) 공영주차장(구),성동구 송정동 68-57,1366504,NW,노외 주차장,1,시간제 주차장,02-2204-7970,0,2400,0,2400,0,2400,120,유료,150,5,,,,30000,37.54996219,127.0680662,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 1:08,송정동 공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/7970747,https://place.map.kakao.com/7970747#review
동작대교 공영주차장(시),용산구 용산동6가 69-11,1366527,NW,노외 주차장,1,시간제 주차장,,800,2200,800,2200,800,2200,88,유료,120,5,120,5,,80000,37.518577,126.983287,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),52,2026-06-28 1:16,Y,유료,N,야간 미개방,800,2200,N,무료,80000,,120,5,120,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,동작대교공영주차장,100.00%,2.3,5,https://place.map.kakao.com/517730385,https://place.map.kakao.com/517730385#review
개화역 공영주차장(시),강서구 개화동 664-0,1366576,NW,노외 주차장,1,시간제 주차장,02-2290-6312,0,2400,0,2400,0,2400,483,유료,290,5,290,5,,109000,37.57798421,126.7982122,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),363,2026-06-28 1:16,Y,유료,N,야간 미개방,0,2400,N,무료,109000,,290,5,290,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,개화역 공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/1294710609,https://place.map.kakao.com/1294710609#review
신대방역 공영주차장(시),관악구 신림동 498-0,1366590,NW,노외 주차장,1,시간제 주차장,02-2290-6144,0,2400,0,2400,0,2400,60,유료,360,5,360,5,,168000,37.48830327,126.9145228,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),46,2026-06-28 1:16,Y,유료,N,야간 미개방,0,2400,N,무료,168000,,360,5,360,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,신대방역 공영주차장,100.00%,평가 없음,3,https://place.map.kakao.com/1171138744,https://place.map.kakao.com/1171138744#review
구로디지털단지역(상) 공영주차장(시),관악구 신림동 1677-5,1366593,NW,노외 주차장,1,시간제 주차장,,800,2100,800,2100,800,2100,31,유료,360,5,360,5,,168000,37.48481135,126.9032339,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),14,2026-06-28 1:16,Y,유료,N,야간 미개방,800,2100,N,무료,168000,,360,5,360,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,구로디지털단지역 공영주차장,100.00%,평가 없음,1,https://place.map.kakao.com/1108867781,https://place.map.kakao.com/1108867781#review
일원터널 공영주차장(시),강남구 일원동 722-1,1366602,NW,노외 주차장,1,시간제 주차장,02-2290-6449,0,2400,0,2400,0,2400,11,유료,130,5,130,5,,84000,37.48285728,127.079372,서울API,0,미연계중,,,Y,유료,N,야간 미개방,0,2400,N,무료,84000,,130,5,130,5,0,0,0,0,0,*,*,N,*,2026-06-28 1:08,일원터널 공영주차장,100.00%,평가 없음,0,https://place.map.kakao.com/23356843,https://place.map.kakao.com/23356843#review
